id,ia,distance,data,tipo
c6ff74b7-7c8d-443a-984e-c1338d98a738,140.7,"[0.909,0.7687,1.4766,0.6281,2.4486,0.557,1.219,1.7885,0.7237,0.9361,2.2178,1.2364,1.0213,0.9585,2.2116,2.5201,2.715,1.7907,1.6763,1.6126,1.3767,2.8632,1.4869,0.9819,1.1728,1.2667,1.2625,1.1606,2.8097,2.9752,2.2352,1.8619,2.1067,1.8362,1.6367,1.2183,1.6785,1.4024,1.463,3.0382,1.278,2.1162,2.9031,1.9316,2.2757,2.0647,3.2161,2.9451,2.6469,2.3563,2.9852,1.8313,3.1434,1.7781,1.0925,0.8611,1.8861,0.7972,1.2588,1.0381,0.7667,1.1319,0.9401,0.8159,0.5771,0.4086,1.5921,1.0098,0.9764,0.6352,1.3421,0.9895,1.0741,1.0902,1.0575,1.3844,1.344,0.4465,1.1993,0.5518,0.7779,0.4388,1.0506,1.3517,0.9695,0.9317,1.0344,0.8421,0.8574,1.0882,0.7902,1.277,0.8249,0.4866,0.3343,0.6108,0.6989,0.81,0.3646,0.1774]","[0.31674,0.91882,0.21984,0.36198,0.53282,0.70886,0.0]",normal
c7d30511-37ea-4897-9b0d-8af17fa8be44,226.72,"[2.8144,1.9048,1.5724,1.7424,1.696,2.1079,1.421,1.3251,2.8948,2.471,1.539,1.5813,2.5305,2.4651,2.5427,3.0633,2.7481,2.211,1.5721,2.2292,1.8954,2.844,2.2274,2.8631,1.7892,1.3968,2.1954,2.5194,1.7612,1.6433,1.4229,1.7161,2.6697,2.8451,2.4438,2.2334,2.4905,1.8374,2.9527,2.5026,2.6441,3.8243,2.3054,1.7158,2.6731,3.873,1.6462,2.4528,1.8822,2.3412,1.3508,3.7767,1.7786,1.3036,2.4471,2.4211,2.7025,1.8165,2.7247,3.3442,2.2282,2.4818,3.5739,1.3797,1.9076,2.2485,1.4011,2.1671,1.7086,1.6632,1.3511,2.0829,2.181,2.3063,1.6984,2.4216,3.6054,3.0493,2.0704,1.5605,1.1821,2.1583,2.2612,2.3348,3.6056,3.2187,2.8037,1.9316,1.906,1.2353,3.1872,0.8048,1.6958,3.7047,3.6547,3.6315,2.7384,3.5853,1.5257,0.7588]","[0.77696,2.9404,1.0313,1.7548,-0.37787,0.3432,0.0]",normal
cb3305d4-3581-438c-a9bf-21f23e982cc2,198.93,"[1.6292,0.6805,0.8363,1.1591,1.4399,0.879,2.0277,2.0262,1.0566,1.2713,2.201,3.8784,0.9478,1.4617,3.5244,2.0954,1.1238,1.6574,3.8242,1.485,2.5838,3.5716,1.8966,2.9072,3.1132,1.6562,2.1533,1.7968,2.4336,2.3987,2.6813,0.8654,2.4285,0.9775,1.6879,1.83,2.0622,1.6337,1.8998,2.9663,1.6582,1.8886,3.646,3.387,3.1858,1.2457,2.2408,2.8143,3.476,2.543,1.1042,3.3627,2.5131,3.7679,2.8293,1.8067,2.4782,1.9476,2.7973,2.5627,3.4235,2.1919,1.8153,1.597,1.7069,1.2365,1.9034,1.6116,2.7282,2.408,1.8126,1.2831,2.3303,2.5577,3.5105,2.3559,2.1316,2.5096,2.4648,2.5295,1.8922,2.0406,1.8408,1.0686,0.5025,1.3345,1.4404,0.5489,0.9179,1.5149,0.9186,1.2917,0.8883,1.2855,1.9022,1.2039,1.1486,1.254,1.0533,0.7685]","[0.76205,1.2992,-0.50147,0.88772,2.684,0.6662,0.0]",normal
cb59fba3-a57e-44bc-9693-46bfe12cc461,123.8,"[0.4503,0.136,0.92,0.5105,1.2189,0.5842,1.0675,2.3246,0.9667,1.5713,2.5153,1.7615,2.2372,1.2541,2.0948,1.6882,2.3181,2.3649,0.9835,2.919,2.7789,2.2725,1.9361,2.2283,1.7153,1.432,2.4697,1.465,2.5978,1.4181,1.2757,1.9064,1.9354,1.6339,3.2181,1.2181,2.5358,1.9875,0.9436,1.7567,1.2439,1.1956,1.9231,1.7752,2.2213,1.0731,0.6825,1.1117,0.8308,0.5769,0.8578,0.979,0.7929,0.9456,0.794,0.8193,1.3139,1.6259,0.7648,0.9883,1.046,0.8004,1.0654,0.7482,1.0338,0.3101,0.6829,0.8997,0.7359,0.5376,0.8471,0.5713,1.0598,0.3701,1.46,0.6117,0.5716,0.6562,0.9044,0.6799,3.3294,1.0239,0.5298,0.6028,0.5994,1.4274,0.6648,0.8107,1.0359,0.4671,1.1024,0.5643,1.1093,0.1959,0.6101,0.7868,0.7447,0.5535,0.5543,0.3664]","[0.60012,2.4007,0.084592,-0.85955,-0.37787,-0.94572,0.0]",normal
cbb7649b-2b02-4ebe-8b58-2b1b86084392,683.97,"[4.6598,7.0116,7.7789,4.9004,7.33,7.8747,7.403,7.8125,7.8182,8.3405,8.3241,7.6995,5.5048,8.0025,6.496,6.6293,7.1179,7.6057,7.2852,7.6269,8.4251,6.9731,7.1174,7.8739,8.855,8.4453,5.9694,7.2552,8.3819,8.6774,8.1434,5.6627,8.5373,8.1093,7.7508,8.4208,7.4162,8.067,4.911,7.9097,8.0939,7.8121,7.3849,7.5911,7.279,6.3575,5.5739,7.6881,6.691,8.1349,7.5825,7.2299,5.5784,7.8295,8.0531,8.9182,8.0232,7.821,8.2097,7.5389,8.192,8.098,6.6282,7.8595,8.0762,7.3582,6.8297,7.6123,7.3423,7.4804,6.1624,2.8895,6.0459,5.3722,6.9241,6.3196,6.5323,4.9206,6.6447,5.7779,6.9031,6.2508,2.3438,5.7776,5.0289,4.8581,6.5839,5.8432,6.3215,6.6194,5.9092,4.0444,6.5408,6.5088,6.5188,2.9286,5.1365,5.1502,5.5718,0.5534]","[1.4865,0.29509,-0.54655,1.74,8.2156,0.91301,1.0]",anomalia
cc443756-94a1-4f77-9530-598df5884be5,136.21,"[1.0605,1.214,1.1759,0.9949,0.7717,1.9231,1.0104,0.4518,1.3061,2.6099,0.8021,1.2018,0.4782,2.1069,0.7918,0.896,1.464,2.0968,0.8777,1.0795,1.6778,0.9844,1.2708,1.9232,2.4609,1.2342,0.9344,0.9928,0.8256,0.5118,3.2041,0.9423,1.6225,1.0484,1.2129,1.0908,1.6758,1.3393,0.5665,0.6972,0.6925,0.1914,1.0496,1.54,1.4807,1.1362,2.0911,0.7112,1.0739,1.5007,1.5094,1.1985,1.6804,1.2465,1.1026,2.0068,1.3017,0.8715,1.3442,1.3214,1.1513,1.0756,0.8784,1.0734,1.6477,1.8292,1.6708,1.5301,0.9768,1.6686,1.9792,1.3322,2.1363,1.8728,1.1624,3.3687,2.3927,1.4447,1.2496,1.6148,1.343,1.9275,1.6822,1.4855,1.714,1.2932,1.6368,1.4142,0.8126,1.6824,2.0413,1.3502,1.3383,1.2493,1.7315,1.9714,1.5128,0.6424,1.2251,0.5268]","[1.7921,4.1215,-0.36622,1.7329,-0.37787,0.68753,0.0]",normal
d72988bd-0fab-4f66-a2c7-bde4e7649649,217.71,"[1.0649,0.3814,1.3468,1.1814,0.3344,2.0923,0.863,1.7677,0.5185,1.3538,0.5796,1.8197,0.9832,1.1834,0.8408,3.0794,2.8002,1.2048,2.8513,2.0135,2.4656,2.9058,3.2783,1.2973,2.1636,0.456,2.783,0.7967,2.5084,2.7348,3.0387,1.0274,3.1742,3.9166,2.3712,2.7737,2.8434,1.1998,2.4397,1.0644,0.5586,2.6818,2.8528,1.6079,2.7599,2.488,2.4524,1.0548,1.3243,0.8374,2.3719,1.5199,2.9242,1.189,1.4153,2.732,1.2499,1.179,1.2277,2.0849,1.2724,1.3416,2.3008,1.1261,2.3222,2.4531,3.2483,2.7632,3.8483,2.1879,2.2944,3.7249,4.038,2.3084,2.6475,2.5857,3.275,2.6779,2.5643,3.6066,2.4289,3.3214,2.7138,2.6211,2.4398,3.0523,3.3696,2.4656,3.022,3.1635,3.4854,3.7741,3.7685,2.0839,4.0213,1.0174,2.925,2.1337,2.9077,0.3996]","[2.102,4.9753,-0.050653,-0.85955,-0.37787,-0.94572,0.0]",normal
d8de34c9-76d2-4cc6-8426-305eb8786527,181.65,"[2.1505,2.2207,2.7212,2.1174,1.0409,1.4952,1.7933,1.6604,1.8449,2.4171,3.0825,1.6661,1.4792,1.7865,1.4117,1.5925,4.2952,1.4257,0.7999,1.8325,3.3617,2.9144,1.76,1.5995,2.0074,3.1519,0.9774,2.9555,1.8194,1.4287,1.8554,1.7675,0.4148,1.6846,1.6182,1.7759,2.2807,2.165,3.0724,1.8286,2.133,2.5445,2.4712,2.7282,1.8927,1.9106,2.4324,2.6328,1.9724,3.1464,2.9137,2.6657,2.1366,2.8171,1.8983,3.1485,1.9851,1.4482,0.9983,3.0335,2.0428,1.3371,1.9999,1.6856,2.0592,1.7331,1.8074,1.6612,1.3758,1.2116,1.7453,1.6054,1.1372,1.8363,1.7672,1.3317,0.6413,1.5438,1.6131,1.987,1.2864,0.8583,1.2311,0.8059,0.7258,1.1593,0.8511,1.3184,1.1594,0.8352,0.8371,0.4772,0.5955,1.1018,0.7177,0.9114,0.7431,2.6025,2.4602,2.672]","[0.28388,1.2373,1.1665,0.92907,-0.15595,0.88254,0.0]",normal
dba403ff-3e23-43e8-9098-338e69cfa587,188.25,"[0.5223,0.5049,1.2993,0.6203,0.3974,1.4796,0.4301,0.0739,0.8669,0.9942,1.393,1.6297,1.6,0.4298,3.0224,2.9451,2.9903,2.7093,0.6442,2.6181,1.6407,2.2377,2.6469,2.7459,0.0202,2.803,2.4673,0.5243,2.0886,3.3242,2.4618,2.4874,2.7363,0.8895,2.2214,0.1098,3.0718,2.2799,0.315,0.7281,2.643,2.0383,2.7621,2.0253,0.5341,2.2006,0.2312,0.5436,0.4746,2.4974,2.1742,0.3393,0.0944,0.3019,2.6835,0.1879,0.6793,0.3978,2.3804,0.4068,3.1773,2.0479,0.3201,0.141,2.8289,2.8537,0.3399,3.5607,2.1302,0.4602,3.4155,2.5745,2.15,3.0931,2.4712,3.7436,2.2554,1.9739,3.8402,3.8685,2.7035,2.8306,2.1162,3.0936,2.8192,2.5116,3.4696,2.3074,2.9189,2.7075,2.7477,2.4722,3.0663,3.2116,2.0191,2.8853,3.2527,2.12,0.2648,0.9214]","[0.8896,5.0682,-0.45639,-0.85955,-0.37787,-0.94572,0.0]",normal
dbc69e67-d569-4fe8-a67c-4fb5693bc70b,154.11,"[0.687,2.4177,2.0963,3.1189,1.6156,0.3697,2.3476,3.247,2.1068,1.4638,0.9452,0.7853,0.4831,2.8669,0.5435,0.8296,3.2382,2.5648,2.4357,0.8992,1.3844,0.7886,2.3308,1.7985,1.3579,0.995,1.6023,2.8634,0.8218,3.1323,1.9087,1.0446,1.4281,2.103,2.2363,1.0628,1.9962,1.3785,0.8644,0.8122,1.8092,1.8277,1.1585,1.768,1.333,1.8307,0.8365,0.8884,0.8749,1.1622,0.4374,0.6584,0.6798,1.1564,0.4651,1.2161,0.9938,1.7796,0.8998,1.6014,1.7612,1.2518,1.1778,0.4655,1.1181,0.7198,0.9885,0.9525,1.2168,0.9766,0.6787,2.7738,2.4833,0.7204,3.348,1.8779,0.8321,3.2642,1.5587,2.4687,2.3954,2.1527,2.0329,1.157,1.153,2.9623,0.7934,0.9545,1.0013,1.5224,1.2353,1.6105,2.4973,1.5347,2.2823,1.1067,2.5984,1.3566,2.1347,0.6495]","[0.6755,1.8566,-0.095734,1.1316,-0.37787,0.48032,0.0]",normal
dea6798a-739a-428b-86f7-5d24dad0120f,371.75,"[0.6645,1.0176,0.6804,1.0199,0.966,1.0155,0.357,0.5478,0.8512,0.9744,1.0211,0.9178,0.8314,0.9351,0.9999,1.0539,1.5436,1.7093,1.8731,2.2197,3.0362,1.4656,3.6516,3.9368,4.1703,3.8516,4.5456,3.6882,3.7293,3.294,3.3269,5.84,5.3502,3.5964,4.9975,5.9207,4.5455,5.0907,3.4281,5.443,3.518,5.943,3.0747,3.284,5.4828,5.4722,5.3802,3.3914,5.4294,6.0111,5.2686,5.1645,5.7537,3.7305,3.3395,5.345,3.7293,5.2597,4.667,3.3747,3.6227,5.0548,5.2154,5.1869,3.882,4.9539,5.9284,4.9158,5.421,4.5277,3.4128,5.3123,5.4766,5.4191,5.8108,5.2029,5.4473,4.664,4.5707,4.1952,5.0624,3.8547,3.5072,5.9072,5.9223,5.9365,5.8517,5.8223,4.2468,3.8074,4.7579,3.1075,3.4162,2.1623,2.8874,2.9328,2.3059,3.3289,1.5373,0.4504]","[0.79271,0.25085,-0.23098,0.58476,1.9528,1.1263,0.0]",normal
e3fc516e-efd5-4bf7-bcfa-ef156868a0c4,155.72,"[0.6873,1.3914,0.5664,0.6686,0.8794,0.9159,0.8053,1.6607,2.3146,0.7769,0.9078,1.3036,0.7381,0.9575,2.2072,2.5944,3.0766,1.5939,1.7668,1.7909,1.9124,2.1967,1.1188,1.9341,1.1966,1.4877,2.048,3.6399,1.7001,2.4562,2.0888,1.2095,3.8196,2.2102,2.7932,4.2118,3.4923,3.1697,2.7927,4.0784,2.6355,2.1944,1.8187,0.9439,0.9477,1.7356,0.6146,1.1345,0.8078,0.9018,0.7781,1.0037,1.2501,1.0025,1.1217,0.5958,1.5276,1.0671,1.2547,1.7071,2.0857,0.9566,0.8572,1.5279,1.2443,2.2356,1.1798,2.5247,1.7664,2.2548,1.7628,2.4658,2.5293,2.476,1.3998,2.3977,1.7171,1.0406,1.4113,1.2615,1.1495,1.4452,1.4879,1.3593,0.6474,0.7095,1.7537,1.23,0.7244,0.5768,0.7053,0.6173,0.802,0.6763,0.9225,0.816,0.7569,0.7332,0.63,0.6768]","[1.0007,0.39683,-0.32114,0.54594,1.3402,0.90692,0.0]",normal
e569fb7a-36a3-4d34-b0ef-eaae3348378b,135.74,"[1.1974,0.9397,0.8261,1.1589,1.5615,0.329,1.0484,2.5623,1.313,1.795,2.088,2.5638,1.9443,2.4527,2.6435,3.1519,2.5355,0.9068,0.7636,1.5399,2.017,2.7149,1.413,1.6313,1.4268,1.6976,1.9644,1.9378,3.1577,1.5783,1.0871,1.2256,1.7495,0.722,2.0304,0.3165,2.1172,0.826,1.0146,2.3175,0.5568,1.3148,1.0788,1.5399,1.6704,0.6996,1.3703,1.5471,1.1915,1.7883,0.9745,0.6172,1.8377,0.8128,0.5831,0.6785,1.1782,1.2838,1.2513,0.8755,1.8438,1.4052,2.0362,0.9279,1.1156,0.5887,0.4098,1.2626,1.1681,1.5688,1.658,1.3192,1.8254,1.6425,0.4733,0.3404,0.9491,0.8741,1.2012,0.8025,0.9529,1.298,1.7942,0.4767,0.9001,1.3289,0.9578,1.8283,1.5457,1.6663,0.7234,1.2263,1.5114,1.3452,1.2157,0.7892,1.5115,0.7046,0.6162,0.8195]","[0.41922,3.1395,-0.45639,-0.85955,-0.37787,-0.94572,0.0]",normal
e9f28eb1-0304-4ac0-8137-f13874948418,210.09,"[3.9085,2.5124,1.4984,1.5737,2.9249,1.7634,2.216,2.7139,3.8978,1.991,1.1406,1.6011,1.3758,1.1594,1.2728,2.8836,1.7714,1.5867,1.5022,2.4897,1.9649,1.1695,1.3708,1.5807,1.0257,2.6337,1.1412,1.9414,2.306,2.3192,1.8119,1.6398,1.7836,2.3139,2.3493,1.9778,1.2579,2.1108,1.6994,2.576,1.9698,1.4996,2.0924,1.7896,1.0207,1.9893,1.7885,1.8718,2.5951,2.6606,2.4525,2.2522,1.314,1.5137,2.8168,1.1982,2.6008,2.5074,1.9612,4.1614,3.1654,2.1862,1.9739,2.4198,2.1849,2.6773,2.3035,2.1757,2.6187,1.7614,2.2537,1.9823,1.3339,2.5776,2.5432,1.847,2.0934,2.025,2.5612,2.8702,2.0679,1.4333,1.8637,1.4648,2.4392,2.7814,1.7985,2.2297,1.8655,2.9679,2.5373,2.0689,1.5093,4.0123,1.7091,2.6168,1.6484,3.881,1.8459,0.9818]","[2.493,4.1879,-0.45639,2.3645,-0.37787,0.8155,0.0]",normal
ea354427-77e1-4d4d-b921-489b924a9d7a,150.27,"[1.114,1.2935,1.0303,1.6173,1.2044,1.2833,2.0037,1.0557,1.8978,1.0534,1.4933,1.649,1.3873,1.1011,1.6096,2.6343,2.079,3.0189,3.0173,2.8034,1.2336,1.4309,1.3947,0.732,2.0411,1.1981,1.3613,1.6489,3.3635,3.2412,1.5833,2.0134,4.6864,3.3763,2.1551,2.3023,1.5959,1.7945,1.4318,1.0344,2.8971,1.8787,1.0235,1.4231,1.066,2.6413,1.9399,1.9654,0.9238,1.7705,1.4049,1.2109,0.985,1.6247,1.5823,1.2481,0.501,1.3675,1.2469,1.078,1.1147,1.0918,1.1204,1.4202,1.453,1.4739,1.0542,1.2961,1.7292,0.991,1.2094,1.5276,0.9402,2.8156,1.1528,1.9926,1.0736,1.3258,1.0212,0.7467,1.3733,0.6498,1.0093,1.2251,0.6535,0.942,0.9835,0.855,1.183,1.0554,0.5424,0.7783,1.3257,1.3377,1.0126,1.0837,0.8715,1.0843,0.8744,1.1357]","[0.29218,1.4983,0.71573,0.78139,-0.086477,1.1842,0.0]",normal
ea49fe37-d75a-49cb-a0c4-32dcb94f96b1,151.74,"[3.1061,0.7035,0.4378,1.922,1.7816,1.1889,1.0124,1.1185,1.3123,0.5929,1.5769,2.2748,1.0571,1.3679,2.0539,0.9171,1.1878,0.7274,0.8394,1.1797,1.8427,1.3512,0.9819,1.5635,1.3585,2.0126,1.2089,2.3925,1.7702,1.0221,1.2126,1.5923,0.5963,2.3917,2.3904,0.9515,0.8954,1.3943,0.7483,1.0063,1.1029,0.9371,1.8194,1.539,0.6712,2.3522,0.8963,0.9364,0.755,2.4475,0.6733,0.9635,1.1698,0.7259,1.4335,0.886,0.2864,2.4489,2.0909,0.717,0.6683,1.7767,1.9909,2.1076,2.7533,2.4413,2.1084,0.8314,1.8023,1.2326,2.4732,1.5393,2.3695,1.2276,0.4126,1.9053,2.2339,0.6778,1.1292,0.8701,0.6279,2.2452,2.565,2.2686,1.9308,2.0476,1.3482,2.5218,2.2629,2.2592,3.435,2.1592,0.7053,2.3111,3.5126,1.3359,2.1157,1.1834,2.1494,0.3129]","[1.0937,2.8431,-0.14082,1.5054,-0.37787,0.36453,0.0]",normal
edd3fcb6-9ec6-4e32-844c-a47a26a73d6e,230.62,"[1.8039,1.5058,2.411,1.5578,1.5024,2.2167,1.1219,1.2462,2.9258,2.4946,1.4978,1.3449,2.5792,2.6021,2.5275,2.6289,2.6133,2.398,1.3874,1.9648,1.724,2.618,2.2872,2.8903,1.812,1.3906,2.2612,2.6211,1.6841,1.631,1.3252,1.6056,2.7814,2.7834,2.5587,2.3409,2.4768,1.9294,3.038,2.5739,2.7386,3.9933,2.4297,1.6607,2.698,4.0142,1.7077,2.5209,1.8124,2.4367,1.2956,3.9683,1.6755,1.0786,2.5275,2.5247,2.7291,1.8282,2.7226,3.2847,2.2883,2.5688,3.8037,1.4887,1.5018,2.4543,1.4613,2.2765,1.872,1.7601,1.1595,2.1685,2.2957,2.3503,1.8799,2.5887,3.8524,3.2971,2.285,1.9738,0.999,2.3328,2.4443,2.5068,3.831,3.4561,2.9126,2.21,1.981,1.3989,3.398,1.0383,1.7284,3.9026,3.8793,3.8781,3.2697,3.8172,1.4006,0.5992]","[0.63569,2.8387,0.58049,1.7118,0.44609,0.74847,0.0]",normal
eedbbf96-3e07-4121-a129-b60f7027410f,105.7,"[1.2555,0.6461,0.8962,0.8328,0.3828,0.6954,0.9794,0.2186,0.7273,1.2286,2.0831,1.3408,1.8072,0.9324,1.8474,1.2383,2.0423,1.9635,0.6409,1.25,2.4322,2.4381,1.9723,1.7373,1.7275,1.4101,1.29,2.1098,1.0008,2.1064,1.201,0.8105,1.7208,1.4926,1.2799,2.6843,1.0727,1.4951,2.2974,0.7887,1.3547,0.8558,1.0731,1.5099,1.3221,1.8889,1.0047,0.6288,1.0978,1.0257,0.4835,0.7958,0.5424,0.4009,0.462,0.1634,0.1266,0.7543,1.0345,0.3669,0.4034,0.6159,0.4789,1.2099,1.0316,1.2057,0.5094,0.746,1.2641,0.8866,0.7836,1.1034,0.6099,0.7367,0.5175,1.2167,0.4524,0.3615,0.4079,1.0229,0.6954,2.9826,1.1247,0.3052,0.6601,0.4151,1.4293,0.1163,0.9661,1.1436,0.472,0.724,0.7788,0.811,0.7435,0.9741,0.4112,0.9595,1.103,0.3543]","[1.101,2.6484,-0.45639,-0.85955,-0.37787,-0.94572,0.0]",normal
ef7a13e8-efff-480a-bf14-57c9a3ac4a7c,1184.28,"[0.981,10.3299,11.8214,10.4825,12.3692,13.2355,12.638,13.7721,12.8924,12.7981,12.8814,13.1201,13.0827,13.7138,13.1593,12.3804,10.9199,13.3653,11.9387,12.1035,12.5009,13.0129,12.7848,13.1485,13.8424,12.4187,12.4843,12.7081,14.3059,13.7454,11.2832,12.6996,13.854,13.9248,13.5748,11.0171,13.7365,13.5135,12.4166,13.8134,12.9196,13.5299,10.1319,13.1324,13.4901,12.845,12.6149,13.1201,12.798,11.6591,11.0621,13.2106,12.0405,13.4596,13.0839,12.5629,10.9712,13.134,13.436,13.5187,13.313,13.7056,12.6977,13.6739,13.0217,11.7855,13.1146,13.1848,12.6968,11.6693,12.1807,12.7719,12.1214,11.7957,3.0913,11.6088,10.8697,12.4948,11.8495,12.1337,10.3154,2.0924,11.4006,12.5043,11.8598,4.3427,11.3444,10.6227,10.4456,12.1898,11.4562,12.2166,11.5263,9.614,12.1266,11.706,3.552,10.777,10.7755,2.1367]","[1.807,1.0427,-0.54655,3.0017,13.75,0.69057,1.0]",anomalia
f21e9fae-e2a3-4c03-bfd4-275056f5efda,122.17,"[0.661,0.7275,0.7445,1.1339,0.8361,1.1987,0.9063,0.9088,0.9627,0.9249,1.5216,1.1626,1.2823,1.0784,1.9979,1.5815,1.8496,1.9833,2.4843,3.8683,2.2093,2.566,3.5488,2.7494,2.5683,1.969,2.8354,2.038,1.8847,1.3637,0.9922,1.8191,0.8363,1.0803,0.8143,0.6863,0.781,0.6754,0.6979,0.681,0.1938,1.5986,1.1053,0.8851,0.6188,1.1273,0.8041,0.9271,1.1596,0.9094,1.0742,1.108,0.6733,1.3087,0.8513,1.5668,1.0681,1.2836,1.1869,1.6192,1.6493,1.7184,0.9994,1.4655,1.0175,0.8862,0.4261,0.6148,0.8074,0.397,1.9873,0.8033,1.3036,0.9565,2.5135,1.9742,0.7835,1.0299,1.0085,0.7522,0.9328,1.0586,1.1465,0.8594,0.745,0.9564,0.6528,1.0712,0.6477,0.3845,0.5041,0.9099,1.8794,0.9692,0.8732,1.2258,0.5846,0.8386,0.6932,0.4583]","[0.64043,0.94536,-0.0055712,0.40839,0.55609,1.0014,0.0]",normal
f33f7d94-4a74-4b25-ba14-d431151f3552,282.59,"[0.5927,2.4232,1.1338,1.2483,3.6691,4.1446,3.3673,3.2378,1.4324,1.5834,2.6702,3.5275,3.7746,2.9256,2.0143,3.4148,4.8993,1.6915,2.3333,4.1017,3.3898,1.9928,2.8329,4.8819,0.9826,3.8311,4.7715,2.9448,3.87,4.2545,2.8736,3.2463,2.807,3.5657,3.6177,3.8339,1.9358,3.5862,2.224,2.7968,3.2007,3.3188,2.9314,2.9224,4.173,3.0042,3.1586,4.9357,4.5676,4.3041,2.2895,3.3972,3.966,4.8231,3.7902,2.2395,4.7341,3.7834,4.7491,4.0858,2.9974,3.7027,1.8156,3.9564,3.6897,3.4825,2.9146,2.8631,3.067,2.175,2.9874,2.6817,4.0619,3.4336,3.1802,1.4204,3.096,3.7689,3.2885,3.1676,1.5214,1.7631,1.9567,1.2884,1.1971,2.1965,1.8936,0.7465,0.8734,0.8292,1.638,1.3086,1.3963,2.0774,1.0797,1.3779,1.6028,1.9726,0.5727,0.7518]","[0.53508,0.53396,-0.27606,0.072522,3.5445,0.49556,0.0]",normal
f3472a37-1224-4bd9-99e7-2f4ac53f8b3a,191.02,"[1.2431,1.7976,1.4205,0.9589,1.2576,1.4674,1.4107,1.5281,2.428,0.8478,1.4505,1.9036,2.4902,0.6287,2.2515,2.3324,2.2566,1.6013,1.1521,1.4174,1.3179,1.7327,2.1886,1.2393,0.7904,1.096,2.6743,2.2263,2.0054,2.1951,1.4116,1.4379,1.1862,1.5577,2.0785,1.818,1.4695,1.5503,2.0105,2.2649,2.1444,4.0366,1.7313,2.8441,2.2144,1.7415,1.3364,1.924,1.3248,2.8034,1.8997,1.6354,1.0281,1.7594,1.4845,1.1441,2.3068,4.0383,2.1923,2.3646,2.1824,4.0388,0.9229,1.4986,2.0319,1.8596,2.2548,2.0755,2.2269,2.3362,1.9144,1.8848,2.5126,1.5404,2.0953,2.1978,1.9026,1.8266,1.6894,2.4505,2.4387,1.9621,1.6266,1.862,1.3428,2.2164,2.367,1.2993,2.2143,1.1756,2.6989,2.4949,2.0661,0.8127,4.0031,1.4708,2.4494,1.4076,4.0567,1.5668]","[1.2395,4.3958,-0.50147,2.632,-0.37787,0.88863,0.0]",normal
f3b6d9df-5ca5-416b-8c22-58b1d7732182,939.81,"[3.5802,7.6857,8.1835,9.8289,11.1499,10.3819,10.2719,10.8219,10.4173,10.5293,10.583,11.1935,10.5475,9.8657,8.3154,10.7623,9.3552,9.2224,9.7551,10.3526,10.1087,10.5728,11.0144,9.6573,9.6982,10.0161,11.4322,10.875,8.793,9.7611,11.109,11.1507,10.9306,8.4486,11.0475,10.8597,10.0525,11.1026,10.1669,10.8887,7.7639,10.3516,10.7992,9.926,10.0229,10.5637,10.1897,9.0352,8.278,10.6601,9.2933,10.7933,10.1273,10.078,8.4911,10.5963,10.7341,11.4761,10.8632,10.6069,11.0237,10.1768,10.9474,10.2902,9.3011,10.5103,10.5601,9.9653,8.6128,9.889,10.0405,9.7802,9.2909,1.6503,8.9852,8.2349,9.8917,9.2775,9.483,7.963,3.7641,8.9307,9.8062,9.2639,1.4018,8.9997,8.2663,8.154,9.5737,9.0729,9.4756,9.6702,8.998,7.265,9.3959,8.2904,1.5341,8.275,8.4021,4.2598]","[3.9066,0.92324,-0.54655,2.3384,10.733,0.71495,1.0]",anomalia
f538818f-b131-46dc-bb27-cf20022eca70,176.81,"[1.4955,1.3115,1.3603,1.3229,1.2711,1.0276,0.7979,1.4845,1.4327,0.775,1.0184,0.7785,1.1349,1.4448,1.1566,1.1053,1.4031,1.7575,1.6401,1.4315,1.8466,1.8504,1.6406,1.4424,2.1377,2.7117,2.2048,2.3047,1.8567,1.4648,2.136,3.0438,2.1836,1.7611,1.6349,1.9774,1.8961,2.1099,1.7295,1.9779,1.1958,2.4894,2.8059,1.3696,1.3972,1.8687,2.2131,1.0556,1.2996,1.4433,3.6368,2.6271,1.8008,1.7116,1.7094,2.8056,1.7587,1.7151,1.9331,1.8558,2.1047,1.9913,2.3829,1.616,1.6156,1.5601,1.5888,1.4372,1.3211,1.4131,1.6565,1.5171,1.3566,3.3947,1.9679,1.6576,2.3929,1.481,1.6786,2.5704,1.8049,2.4702,2.7115,1.7105,1.7438,0.883,1.858,1.7605,1.4962,2.8335,2.0121,1.5107,1.5632,2.5165,2.3209,1.5297,1.383,2.0622,1.0797,1.1068]","[1.7252,1.6222,-0.32114,0.032438,1.1051,0.47728,0.0]",normal
